Units Absorbed by Dwelling Type and Census Subdivision for Centres 50,000+								
Logements écoulés selon le type de logements et la subdivision de recensement, les centres de 50 000 habitants et plus								
2012								
								
Province	Centre	"Census Subdivision
Subdivision de recensement"	"Singles
Individuels"	"Semis
Jumelés"	"Row
En bande"	"Apartment
and Other
Appartements
et autres"	Total	
Ont./Ont.	Windsor	Windsor (CY)	126	21	78	4	229	
Ont./Ont.	Windsor	Tecumseh (T)	16	--	--	--	16	
Ont./Ont.	Windsor	Lakeshore (T)	105	2	18	--	125	
Ont./Ont.	Windsor	Total	368	34	107	5	514	
Ont./Ont.	Belleville	Belleville (CY)	101	--	57	--	158	
Ont./Ont.	Belleville	Quinte West (CY)	104	--	8	--	112	
Ont./Ont.	Belleville	Total	205	--	65	--	270	
Ont./Ont.	Chatham-Kent	Chatham-Kent (MU)	86	6	1	--	93	
Ont./Ont.	Chatham-Kent	Total	86	6	1	--	93	
Ont./Ont.	Cornwall	South Stormont (TP)	41	2	--	--	43	
Ont./Ont.	Cornwall	Cornwall (CY)	9	2	--	4	15	
Ont./Ont.	Cornwall	Total	50	4	--	4	58	
Ont./Ont.	Kawartha Lakes	Kawartha Lakes (CY)	193	--	7	--	200	
Ont./Ont.	Kawartha Lakes	Total	193	--	7	--	200	
Ont./Ont.	Norfolk	Norfolk County (CY)	206	11	16	--	233	
Ont./Ont.	Norfolk	Total	206	11	16	--	233	
Ont./Ont.	North Bay	Bonfield (TP)	9	--	--	--	9	
Ont./Ont.	North Bay	East Ferris (TP)	23	--	--	--	23	
Ont./Ont.	North Bay	North Bay (CY)	56	6	3	8	73	
Ont./Ont.	North Bay	Callander (MU)	11	2	--	--	13	
Ont./Ont.	North Bay	Total	99	8	3	8	118	
Ont./Ont.	Sarnia	St. Clair (TP)	31	--	--	--	31	
Ont./Ont.	Sarnia	Sarnia (CY)	108	2	18	--	128	
Ont./Ont.	Sarnia	Point Edward (VL)	2	--	--	--	2	
Ont./Ont.	Sarnia	Total	141	2	18	--	161	
Ont./Ont.	Sault Ste. Marie	Laird (TP)	8	--	--	--	8	
Ont./Ont.	Sault Ste. Marie	Macdonald, Meredith and Aberdeen Additional (TP)	1	--	--	--	1	
Ont./Ont.	Sault Ste. Marie	Sault Ste. Marie (CY)	92	4	13	3	112	
Ont./Ont.	Sault Ste. Marie	Prince (TP)	5	--	--	--	5	
Ont./Ont.	Sault Ste. Marie	Total	106	4	13	3	126	
Ont./Ont.	Total	Total	21,850	2,546	8,602	16,274	49,272	
Man./Man.	Winnipeg	Taché (RM)	43	--	19	32	94	
Man./Man.	Winnipeg	Ritchot (RM)	45	1	6	9	61	
Man./Man.	Winnipeg	Macdonald (RM)	40	--	--	--	40	
Man./Man.	Winnipeg	St. Francois Xavier (RM)	4	--	--	--	4	
Man./Man.	Winnipeg	Winnipeg (CY)	1,503	58	207	796	2,564	
Man./Man.	Winnipeg	Headingley (RM)	20	--	--	0	20	
Man./Man.	Winnipeg	Springfield (RM)	131	--	--	12	143	
Man./Man.	Winnipeg	East St. Paul (RM)	19	--	--	--	19	
Man./Man.	Winnipeg	West St. Paul (RM)	18	--	--	--	18	
Man./Man.	Winnipeg	St. Clements (RM)	50	--	--	11	61	
Man./Man.	Winnipeg	Rosser (RM)	2	--	--	--	2	
Man./Man.	Winnipeg	Total	1,875	59	232	860	3,026	
Man./Man.	Total	Total	1,875	59	232	860	3,026	
Sask./Sask.	Regina	Pense No. 160 (RM)	1	--	--	--	1	
Sask./Sask.	Regina	Belle Plaine (VL)	1	--	--	--	1	
Sask./Sask.	Regina	Pense (VL)	1	--	--	--	1	
Sask./Sask.	Regina	Sherwood No. 159 (RM)	--	--	--	--	--	
Sask./Sask.	Regina	Regina (CY)	880	98	140	730	1,848	
Sask./Sask.	Regina	Grand Coulee (VL)	4	--	--	--	4	
Sask./Sask.	Regina	Edenwold No. 158 (RM)	39	--	--	--	39	
Sask./Sask.	Regina	White City (T)	79	2	5	--	86	
Sask./Sask.	Regina	Pilot Butte (T)	4	--	--	--	4	
Sask./Sask.	Regina	Balgonie (T)	12	--	--	--	12	
Sask./Sask.	Regina	Edenwold (VL)	2	--	--	--	2	
Sask./Sask.	Regina	Lumsden No. 189 (RM)	14	--	--	--	14	
Sask./Sask.	Regina	Disley (VL)	--	--	--	--	--	
Sask./Sask.	Regina	Buena Vista (VL)	3	--	--	--	3	
Sask./Sask.	Regina	Lumsden (T)	16	--	--	--	16	
Sask./Sask.	Regina	Lumsden Beach (RV)	--	--	--	--	--	
Sask./Sask.	Regina	Regina Beach (T)	5	--	--	--	5	
Sask./Sask.	Regina	Total	1,061	100	145	730	2,036	
Sask./Sask.	Saskatoon	Thode (RV)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Dundurn No. 314 (RM)	26	--	3	--	29	
Sask./Sask.	Saskatoon	Dundurn (T)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Shields (RV)	6	--	--	--	6	
Sask./Sask.	Saskatoon	Corman Park No. 344 (RM)	30	--	--	--	30	
Sask./Sask.	Saskatoon	Saskatoon (CY)	1,153	62	352	569	2,136	
Sask./Sask.	Saskatoon	Langham (T)	20	2	--	--	22	
Sask./Sask.	Saskatoon	Warman (T)	205	14	16	4	239	
Sask./Sask.	Saskatoon	Blucher No. 343 (RM)	8	--	--	--	8	
Sask./Sask.	Saskatoon	Martensville (CY)	127	2	24	--	153	
Sask./Sask.	Saskatoon	Bradwell (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Allan (T)	1	--	--	--	1	
Sask./Sask.	Saskatoon	Dalmeny (T)	4	--	--	--	4	
Sask./Sask.	Saskatoon	Elstow (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Osler (T)	10	2	9	--	21	
Sask./Sask.	Saskatoon	Colonsay No. 342 (RM)	1	--	--	--	1	
Sask./Sask.	Saskatoon	Clavet (VL)	5	--	--	--	5	
Sask./Sask.	Saskatoon	Meacham (VL)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Colonsay (T)	--	--	--	--	--	
Sask./Sask.	Saskatoon	Vanscoy No. 345 (RM)	23	--	--	--	23	
Sask./Sask.	Saskatoon	Delisle (T)	6	--	--	--	6	
Sask./Sask.	Saskatoon	Vanscoy (VL)	8	--	--	--	8	
Sask./Sask.	Saskatoon	Asquith (T)	2	--	--	--	2	
Sask./Sask.	Saskatoon	Total	1,635	82	404	573	2,694	
Sask./Sask.	Total	Total	2,696	182	549	1,303	4,730	
Alta/Alb.	Calgary	Rocky View County (MD)	211	6	--	--	217	
Alta/Alb.	Calgary	Calgary (CY)	4,283	806	1,093	1,525	7,707	
Alta/Alb.	Calgary	Chestermere (T)	70	20	25	--	115	
Alta/Alb.	Calgary	Cochrane (T)	249	80	19	16	364	
Alta/Alb.	Calgary	Airdrie (CY)	615	58	168	11	852	
Alta/Alb.	Calgary	Irricana (T)	--	--	--	--	--	
Alta/Alb.	Calgary	Beiseker (VL)	--	--	--	--	--	
Alta/Alb.	Calgary	Crossfield (T)	1	--	--	--	1	
Alta/Alb.	Calgary	Total	5,429	970	1,305	1,552	9,256	
Alta/Alb.	Edmonton	Bruderheim (T)	6	--	--	--	6	
Alta/Alb.	Edmonton	Leduc County (MD)	92	3	--	--	95	
Alta/Alb.	Edmonton	Beaumont (T)	204	22	19	--	245	
Alta/Alb.	Edmonton	Leduc (CY)	216	115	29	130	490	
Alta/Alb.	Edmonton	Devon (T)	10	2	1	--	13	
Alta/Alb.	Edmonton	Calmar (T)	8	--	--	--	8	
Alta/Alb.	Edmonton	Sundance Beach (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Thorsby (VL)	--	2	--	--	2	
Alta/Alb.	Edmonton	Itaska Beach (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Golden Days (SV)	1	--	--	--	1	
Alta/Alb.	Edmonton	Warburg (VL)	4	--	--	--	4	
Alta/Alb.	Edmonton	Parkland County (MD)	180	6	--	--	186	
Alta/Alb.	Edmonton	Seba Beach (SV)	2	--	--	--	2	
Alta/Alb.	Edmonton	Betula Beach (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Point Alison (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Lakeview (SV)	--	--	--	--	--	
Alta/Alb.	Edmonton	Kapasiwin (SV)	2	--	--	--	2	
Alta/Alb.	Edmonton	Wabamun (VL)	--	--	--	--	--	
Alta/Alb.	Edmonton	Spring Lake (VL)	5	--	--	--	5	
Alta/Alb.	Edmonton	Stony Plain (T)	87	29	9	9	134	
Alta/Alb.	Edmonton	Spruce Grove (CY)	171	101	48	74	394	
Alta/Alb.	Edmonton	Strathcona County (SM)	375	94	73	196	738	
Alta/Alb.	Edmonton	Fort Saskatchewan (CY)	230	91	4	85	410	
Alta/Alb.	Edmonton	Sturgeon County (MD)	161	--	--	--	161	
Alta/Alb.	Edmonton	Edmonton (CY)	3,228	1,074	607	1,447	6,356	
Alta/Alb.	Edmonton	St. Albert (CY)	221	--	--	97	318	
Alta/Alb.	Edmonton	Gibbons (T)	17	--	--	1	18	
Alta/Alb.	Edmonton	Redwater (T)	6	2	--	2	10	
Alta/Alb.	Edmonton	Bon Accord (T)	--	--	--	--	--	
Alta/Alb.	Edmonton	Morinville (T)	69	6	33	--	108	
Alta/Alb.	Edmonton	Legal (T)	4	--	4	--	8	
Alta/Alb.	Edmonton	Total	5,299	1,547	827	2,041	9,714	
Alta/Alb.	Grande Prairie	Grande Prairie (CY)	378	32	16	71	497	
Alta/Alb.	Grande Prairie	Total	378	32	16	71	497	
Alta/Alb.	Lethbridge	Lethbridge County (MD)	36	2	--	--	38	
Alta/Alb.	Lethbridge	Lethbridge (CY)	360	59	104	60	583	
Alta/Alb.	Lethbridge	Coalhurst (T)	25	4	6	--	35	
Alta/Alb.	Lethbridge	Nobleford (VL)	9	--	--	--	9	
Alta/Alb.	Lethbridge	Barons (VL)	--	--	--	--	--	
Alta/Alb.	Lethbridge	Picture Butte (T)	5	--	--	--	5	
Alta/Alb.	Lethbridge	Coaldale (T)	34	5	4	--	43	
Alta/Alb.	Lethbridge	Total	469	70	114	60	713	
Alta/Alb.	Medicine Hat	Cypress County (MD)	41	--	--	--	41	
Alta/Alb.	Medicine Hat	Medicine Hat (CY)	140	9	12	43	204	
Alta/Alb.	Medicine Hat	Redcliff (T)	1	--	--	3	4	
Alta/Alb.	Medicine Hat	Total	182	9	12	46	249	
Alta/Alb.	Red Deer	Red Deer (CY)	290	95	87	199	671	
Alta/Alb.	Red Deer	Total	290	95	87	199	671	
Alta/Alb.	Wood Buffalo	Wood Buffalo (SM)	472	26	--	99	597	
Alta/Alb.	Wood Buffalo	Total	472	26	--	99	597	
Alta/Alb.	Total	Total	12,519	2,749	2,361	4,068	21,697	
B.C./C.-B.	Abbotsford-Mission	Abbotsford (CY)	129	--	94	140	363	
B.C./C.-B.	Abbotsford-Mission	Mission (DM)	79	0	--	--	79	
B.C./C.-B.	Abbotsford-Mission	Indian Reserve (Abbotsford-Mission) (R)	--	--	--	--	--	
B.C./C.-B.	Abbotsford-Mission	Total	208	0	94	140	442	
B.C./C.-B.	Kelowna	Kelowna (CY)	330	26	107	286	749	
B.C./C.-B.	Kelowna	Central Okanagan (RDA)	9	8	--	--	17	
B.C./C.-B.	Kelowna	Lake Country (DM)	65	18	5	14	102	
B.C./C.-B.	Kelowna	Peachland (DM)	20	2	3	--	25	
B.C./C.-B.	Kelowna	Central Okanagan J (RDA)	7	--	--	--	7	
B.C./C.-B.	Kelowna	West Kelowna (DM)	94	5	8	62	169	
B.C./C.-B.	Kelowna	Indian Reserves (Kelowna) (R)	62	23	2	--	87	
B.C./C.-B.	Kelowna	Total	587	82	125	362	1,156	
B.C./C.-B.	Vancouver	Langley (DM)	206	4	385	709	1,304	
B.C./C.-B.	Vancouver	Langley (CY)	4	--	--	161	165	
B.C./C.-B.	Vancouver	Surrey (CY)	986	86	1,121	1,018	3,211	
B.C./C.-B.	Vancouver	White Rock (CY)	22	--	4	62	88	
B.C./C.-B.	Vancouver	Delta (DM)	65	55	54	124	298	
B.C./C.-B.	Vancouver	Richmond (CY)	304	58	168	799	1,329	
B.C./C.-B.	Vancouver	Greater Vancouver A (RDA)	2	--	1	199	202	
B.C./C.-B.	Vancouver	Vancouver (CY)	669	103	293	2,705	3,770	
B.C./C.-B.	Vancouver	Burnaby (CY)	254	71	153	994	1,472	
B.C./C.-B.	Vancouver	New Westminster (CY)	52	8	47	248	355	
B.C./C.-B.	Vancouver	Coquitlam (CY)	285	9	266	913	1,473	
B.C./C.-B.	Vancouver	Belcarra (VL)	4	--	--	--	4	
B.C./C.-B.	Vancouver	Anmore (VL)	15	--	--	--	15	
B.C./C.-B.	Vancouver	Port Coquitlam (CY)	9	--	41	312	362	
B.C./C.-B.	Vancouver	Port Moody (CY)	8	--	9	--	17	
B.C./C.-B.	Vancouver	North Vancouver (DM)	48	0	20	264	332	
B.C./C.-B.	Vancouver	North Vancouver (CY)	18	21	6	369	414	
B.C./C.-B.	Vancouver	West Vancouver (DM)	107	6	4	3	120	
B.C./C.-B.	Vancouver	Bowen Island (IM)	21	--	--	4	25	
B.C./C.-B.	Vancouver	Lions Bay (VL)	1	--	--	--	1	
B.C./C.-B.	Vancouver	Pitt Meadows (CY)	10	--	--	77	87	
B.C./C.-B.	Vancouver	Maple Ridge (DM)	179	8	131	7	325	
B.C./C.-B.	Vancouver	Indian Reserve (Vancouver) (R)	1	2	--	--	3	
B.C./C.-B.	Vancouver	Total	3,270	431	2,703	8,968	15,372	
B.C./C.-B.	Victoria	North Saanich (DM)	21	--	--	0	21	
B.C./C.-B.	Victoria	Sidney (T)	3	4	5	30	42	
B.C./C.-B.	Victoria	Central Saanich (DM)	11	6	--	19	36	
B.C./C.-B.	Victoria	Saanich (DM)	76	--	8	40	124	
B.C./C.-B.	Victoria	Oak Bay (DM)	13	--	--	--	13	
B.C./C.-B.	Victoria	Victoria (CY)	19	30	13	276	338	
B.C./C.-B.	Victoria	Esquimalt (DM)	2	0	5	13	20	
B.C./C.-B.	Victoria	Colwood (CY)	15	3	8	38	64	
B.C./C.-B.	Victoria	Metchosin (DM)	8	--	--	1	9	
B.C./C.-B.	Victoria	Langford (CY)	233	17	50	211	511	
B.C./C.-B.	Victoria	View Royal (T)	24	2	13	45	84	
B.C./C.-B.	Victoria	Highlands (DM)	10	--	--	1	11	
B.C./C.-B.	Victoria	Sooke (DM)	78	21	36	35	170	
B.C./C.-B.	Victoria	Capital H (Part 1) (RDA)	35	--	--	2	37	
B.C./C.-B.	Victoria	Indian Reserves (Victoria) (R)	--	--	--	--	--	
B.C./C.-B.	Victoria	Total	548	83	138	711	1,480	
B.C./C.-B.	Chilliwack	Chilliwack (CY)	157	32	84	59	332	
B.C./C.-B.	Chilliwack	Harrison Hot Springs (VL)	--	--	--	--	--	
B.C./C.-B.	Chilliwack	Kent (DM)	15	--	13	--	28	
B.C./C.-B.	Chilliwack	Fraser Valley E (RDA)	13	--	--	--	13	
B.C./C.-B.	Chilliwack	Indian Reserve (Chilliwack) (R)	43	--	--	--	43	
B.C./C.-B.	Chilliwack	Total	228	32	97	59	416	
B.C./C.-B.	Kamloops	Logan Lake (DM)	3	--	--	--	3	
B.C./C.-B.	Kamloops	Thompson-Nicola J (Copper Desert County) (RDA)	14	8	--	--	22	
B.C./C.-B.	Kamloops	Kamloops (CY)	235	51	31	108	425	
B.C./C.-B.	Kamloops	Thompson-Nicola P (Rivers & The Peaks) (RDA)	20	--	--	--	20	
B.C./C.-B.	Kamloops	Sun Peaks Mountain (VL)	--	2	--	--	2	
B.C./C.-B.	Kamloops	Chase (VL)	4	--	--	--	4	
B.C./C.-B.	Kamloops	Indian Reserves (Kamloops) (R)	28	2	--	70	100	
B.C./C.-B.	Kamloops	Total	304	63	31	178	576	
B.C./C.-B.	Nanaimo	Nanaimo (CY)	237	63	35	250	585	
B.C./C.-B.	Nanaimo	Lantzville (DM)	10	--	--	--	10	
B.C./C.-B.	Nanaimo	Nanaimo A (RDA)	12	--	--	--	12	
B.C./C.-B.	Nanaimo	Nanaimo C (RDA)	13	--	--	1	14	
B.C./C.-B.	Nanaimo	Indian Reserves (Nanaimo) (R)	--	--	--	--	--	
B.C./C.-B.	Nanaimo	Total	272	63	35	251	621	
B.C./C.-B.	Prince George	Prince George (CY)	114	6	0	2	122	
B.C./C.-B.	Prince George	Fraser-Fort George A (RDA)	3	--	--	--	3	
B.C./C.-B.	Prince George	Fraser-Fort George C (RDA)	14	--	--	--	14	
B.C./C.-B.	Prince George	Fraser-Fort George D (RDA)	12	--	--	--	12	
B.C./C.-B.	Prince George	Fraser-Fort George F (RDA)	2	--	--	--	2	
B.C./C.-B.	Prince George	Indian Reserve (Prince George) (R)	--	--	--	--	--	
B.C./C.-B.	Prince George	Total	145	6	0	2	153	
B.C./C.-B.	Vernon	Coldstream (DM)	29	4	--	--	33	
B.C./C.-B.	Vernon	Vernon (CY)	107	14	24	7	152	
B.C./C.-B.	Vernon	North Okanagan B (RDA)	2	--	--	--	2	
B.C./C.-B.	Vernon	North Okanagan C (RDA)	14	1	--	1	16	
B.C./C.-B.	Vernon	Indian Reserves (Vernon) (R)	3	--	--	--	3	
B.C./C.-B.	Vernon	Total	155	19	24	8	206	
B.C./C.-B.	Total	Total	5,717	779	3,247	10,679	20,422	
Canada (50,000+)	Total	Total	56,455	10,027	16,977	55,197	138,656	
								
© 2015 Canada Mortgage and Housing Corporation / © 2015 Société canadienne d'hypothèques et de logement								
Source: CMHC (Starts and Completions Survey) / Source: SCHL (mises en chantier et des achèvements)								
								
								
